nft_name,total_supply,total_volume,owners,contract_address
Dinorunners | A new age,2096,0.6042195771100913,872,0xe90e6b319fef62b96d8f4771e9bd929e9114c402
Tsong Lodi Gang,420,0.602733434,329,0x32b01a78056ef15ef32bf2dc92f81fa94511a4ce
Bossy Baddies,2212,0.6009555198642004,974,0x1066ef138b165637131726f991b4e95ab18951ae
The Chinese NFT Official,8888,0.6006406690000001,2143,0x93bd116cbd832d4117c5406cf3e84ca1aa8b1355
Tiny Hoots,999,0.6000056889000002,838,0x40482d03f021cf74c9fe32e01ea91a47e54155e4
Bearfrenz Official NFT,5555,0.5930478900000985,1334,0x715978e9c4e45967304a367fe24426ea1a5c0403
Hacked project by bots,999,0.5882300000000001,762,0xd10abae2909a3e52a5ce43e1b8a100167c98a9b3
Mogas,3333,0.5879584999999995,932,0x83677aa1068b453c0b2b7e9b0e0df499af5f71e0
Rare Pepe Punks,10000,0.5855399999999985,1004,0x8eca14963a31a35fde3238df5339064566a56f49
Matrix Dao NFT,1000,0.5851080000000004,259,0x6db89089858a49429555ebb89067ecb8216d3c5e
Anatomy Degens,6802,0.58506350010801,1748,0xf26759ef1d63de6b3fc45dba67b0571020d21241
Anonymous Punkz,10000,0.5799598657999895,4531,0x4a44be08516b2a10a99e92bc31f4e924d0ed2fb5
Not a land ( genesis ),3333,0.5754870000000001,3151,0xd590aaf48eae15c9ba0e893692e0d639869272ba
Noonbirbs,10000,0.5723713283410088,890,0xdb59441f8b9c51357fe653954095245704d4b9ea
Slowths,3233,0.5684157768888004,1292,0xd7bef882ac59abaaae340d7fa897536cbb572184
SkeletonApeYc,6666,0.5670759899900005,5261,0x8f73a9a3f5e5207b48487886f9c49acb0f0c2500
SuperBeaniez,4444,0.5646823285714287,1390,0x58c083166ccb1fcebd28a2ced081b1afab190d9d
PrOoF oF pAnDAs,1111,0.563483326,976,0x2b9e810794d8a54b7d08795bb2f4883833d7219d
Why-Combinator,5000,0.5587400690000012,532,0x16f1c75c6219a2ec54814b6a6be277d3491b1af9
PixelApe.wtf,5410,0.5575796900000002,1208,0x0d86916b538f00ddea68147d9d9011e3c0857cb9
Blockchain Frenz,5554,0.5545880000000002,1967,0x8e5ca0f1cf1f0936572b814f1985aeab37e58193
unrevealedeath,666,0.5501812000000003,481,0xab9ad8a1079a66080efa0522a94f303a53302a6b
FilthyPeasants,333,0.5468000000000002,96,0xde892c47562a4a383f2f88447cd3082d5a9688e4
INITIAL NFT,3588,0.5432789211100001,1580,0x95121aa714a99ecba0f857dce7aeb394d945e73d
My First Crypto Winter,2500,0.5417870876137446,720,0x77c00bb60a6ed8be58ba6811f0ed9c9e76e8b551
Space Bored Ape Club Official,5619,0.5407875236000002,1299,0x368f51eec801500e26aa730201b21d36c46ebd6e
TiffBits,6001,0.5369737960000003,603,0xdd460f63c9a82b78fd7784cdd26df1125cbb9621
Moonfishers,2222,0.5363310256260553,108,0xba698747ac953b9b938bd52dff4067eccf934588
Super Saiyan Army (Dragon Ball Z),2000,0.5363199900000003,444,0x37695523d9c82c453ff387a28b75c7c6ffa90aca
CursedWarriors,9999,0.5346160000000001,4108,0x1a1073d1c161ed3eb25838ab8d74cd4d61ca2a5a
KEKWhales,969,0.53029898,202,0xc4ee04b2f476149c902b7eef65ad64bf9d7fc12a
The Apes - Official,8888,0.5247279000000002,369,0x2bb87f2834e3f26ae20c66882ddcf7916f59c8c6
Bored Actors,5555,0.5172700002000006,2916,0x0238d61afc8a5cff954059239830f896f3cbd936
Toonanderthals NFT,8888,0.5160590112700002,1981,0xc96ab840a194f2417ccc0de6077b4d7ef310da2a
PEPEsterz Club,1529,0.5156400000000005,487,0xafd037b6489e898a02213677c2725f20080448fd
Fine Art Students,3333,0.5101628000000008,1606,0x5771d78aef7cb1028ba3ae6c244b702988d75c91
No Signal ETH,2404,0.5052320000000001,1146,0xa53d6c49b1a0082f0a6840b484e8b8cc44cba08d
East Side Club,4444,0.502883641444446,2827,0x71868fff0140f9eedb8ba923482d27919ae7debb
we are roboETH,1999,0.5016909000000002,845,0x019c230567676ab27599ba2e06daa93b852e9942
Trollz Space Club,10000,0.5001685900000001,749,0x0507a2aef2f350b7a3c11831f514532c77b4cbb7
Cute Cat PX,5000,0.4999078997000006,1428,0x539e06a472e015ac95f4f31fb246f2d623a9261b
DeathDate NFT,1500,0.49806000000000084,226,0xfcafafa558635aa80ddc1803a6fb2f840f604778
Chainsaw Punks,3090,0.495274444444,2878,0x92919faf5bfa1957515a62efe854991e273cfa9e
Seecret,2506,0.4894829999999997,315,0x93bfb207065ed95ec1237abb9e776e2d8bbce025
Ballgazer - made you look,490,0.48778109900000033,297,0x4405ac324b3eeabd6da8bfc33a738e525d327fc6
THE DALKA | Season 1,500,0.48763900000000004,198,0xf8cce7459cd9fb205d3232e22c8404a3e6b63280
TrophyHunteers,3746,0.48481000000000013,373,0x1f2d22933ce7929242d7847847704b92dfb48086
Vnderworld Society,999,0.4831690000000013,104,0xd38760f99cfa99bb6741dd33aa17cc81a291be32
Mr. Brainwash by Thierry Guetta,1966,0.48274844578898946,620,0x37db7969ed63ca51182192e7168ea016bc084f17
Illuminatoons,8888,0.4811855831999997,1295,0x7ce32fd17e7b6a8f36e21256a04626b2485f83bf
Aurora Guardians,7777,0.48018989900000075,3436,0x7f896a5f3f99c8c4f9e4944619458ca4710a1824
Shadows of Ether,2222,0.47687330000000006,2079,0xfe425c1e1c5f0a4ac8cb2992d9d0e9a8968a4c2c
BoredApeYogaClub,3250,0.47548900000000005,617,0xaa8807cbca7a46c0ba0172ff8a026095ad0b0dba
MouseLemur NFT,3333,0.47340300000000035,1202,0x8594def8055b7024867a2e8b14f720276f9172fc
Memes will save NFTs,4585,0.4729642656750169,2673,0x43df272d30bef32b3517bd1c7f51e87e03877030
The Little Kings VIP,2222,0.4691825890000003,971,0xae308e57fd7f179e25d62988ec4c7a3676e603b7
I SURVIVED THE MERGE,2022,0.4648099400000002,1021,0x8d8c3637293a2d84202438b2567da5421238dba7
rawrtown.wtf,5555,0.45830225833210003,4740,0x5b0e207cbb73a35bdea0342de0c62039a714fe2f
TechnoPunkz,300,0.4569800000000003,54,0xf6e52096c5ea7ab64b9ed67094cb54ee2d38a00c
GoodLuckPandas,1000,0.4545000000000001,154,0x0b764cff1441e82a9913663a8ba8c689bfe3f3a7
Aging Avocado,999,0.4544699000000001,811,0x2b679cd9e49e8c72ce7e462fda195574a5013d00
Masters of Blockchain,1221,0.4533989999999999,260,0x1add89f2bad9abb4a6c77cefe71569e74f23dd50
WomenApepe YC,2984,0.4523159000000004,1690,0x5215b6b6155f5b1f7f449343bb7855a69e85c7f6
The CryptoBums,8157,0.4518288000000003,1662,0xd3a4542fe6cdd6c1930f072b2d168cf506248acc
Bobble Apes,4000,0.4515527890000004,2946,0x358f8e9e6ae585b2b1fd8642dd89f4829ef85b9c
Cosmos Space,5555,0.45110868888888916,2805,0xd15a1f86949cd1b7951caff801537ac92f814c86
0xTheSaudis Official,5512,0.45013790000000053,820,0x14eaec4eac260d13bb2be2dd153f87626a6cc9b6
TheRagDolls,1166,0.44713690000000006,532,0xdee4feee80df6cff72a295bddd737b6f066bc0e2
Pepes WTF,999,0.446085589,814,0x8418f686f77ad2a10b2aa29c2c0c59bdd6112f49
Gochi Gang,2795,0.44406900000000005,725,0xe0327c199c8a6f2c713283ed3db22ae556a16911
The Flightless Bird - Official,5555,0.44132566999999995,3513,0x1c41e878268af6efff922cec80c47f8104b32ba8
Summer Girls NFT,3333,0.4396000000000002,568,0x31abcdbe4722a160b3eccf7f2a261796d2efe91f
Revelation 2022,999,0.43429,935,0x08321bba8a0a2f6ab8abcd4f9670bd1c2338f89f
Right Click and Save COPY,6968,0.4319,505,0x4bc78a240a1deec06753cee8ac43d6fa29f9dedb
Tiny Moos,999,0.43009997899900027,268,0x6c25841f1ce1cc008c0391425b3141a06ca3bbff
Apesessed,6968,0.42519579990000034,2992,0xbaa4e7ada32ca16811dc775d3a2b8aa83d83f9d8
y00ties,1000,0.4228298998990001,676,0x86548b73b94e0b4600bbb8cd44b417e2ae4e3fc2
Undeadground,5000,0.422755889,3659,0x3aa35593b383e6fa4305d43d4a5da6d45f0504b9
m00ts,3381,0.42105000000000026,337,0x8d8a25dc910ceb850c9b254953beb37499380491
PEPE PARADISE,4444,0.42056476000000026,2161,0xe2ca7205e609dd383a6a83a7591f2f9182ab1b7b
Creative Commoners,2222,0.41749020001000037,1055,0xa4fa96ddc3f0beed8c90e8ee32c5d674ae4f2f8e
Hikikomori NFT,1555,0.41525890000090043,703,0x71aedb50e1241aae14fbee466a076805e5736c90
YELLOW BOIS OFFICIAL,2231,0.41332999999999975,368,0x1368c4e35bac2bbd5470cf89cabda84569f169bb
Rich Rabbits,10000,0.4067226673273284,913,0xf1a827c1fcbf26ac7c079039c50f633ab7a550bf
Sweetheart Grips,5200,0.4039237670000002,1075,0xd38d3a097afc8f7b161884e38815363ffc0d4dc0
Tiles of Ethereum,400,0.4000000000000001,141,0x38a90889846f348974f232303db2ffc562873e1e
Happy Town nft,5000,0.3972065999999999,2245,0x3639259bbe60c04d085414c48b4d08d7bad2da62
RowdyKids Official,10000,0.39678858268888945,4794,0x91d1afc7e5496d8833b09a285e02fec31e9831cd
yABCtts mint,5555,0.39649679000000004,2101,0xea53c09f83261f5ae2d247bb4db9b51a060e49a7
JRF-MICA,1111,0.3927367654321002,897,0x4258665903137754beb011a5a504776d4d2175f8
RTKFT OfficaI,6352,0.39139,410,0x3cef970e79164730303eec34a193907de5d288db
Pepe and Friends V2,10000,0.3900947693890002,1349,0x81929dbc2c46168d379c97eabf972120a5b8c8d5
Pothead Pepes,4420,0.3890019789000005,614,0xca03d2bc23e54b90f9c4a1498458935033cb62f3
GOD IS APEPE,7777,0.3878569900000002,3697,0xfa694fe467be1a74a8970a2191205f63baf5edab
Creamz Official,4242,0.3868562330000004,753,0x6db00ec2f1891637d515c248d04668f6ec3c0133
The Zombies NFT,1644,0.38149000000000044,390,0xa6175c3fc1dc45ea294a1ca3a22bfd9b7076348e
Disruptions Collection,500,0.3813,386,0xb1683556fc3c69bc32b94d21e745d461838ddbe6
PixelRenga,4444,0.379135,2589,0xc7f7c884bd9ed8d13a262386dcdf3e12a7a4a347
NatureKid(NK),3333,0.37678540000000016,2506,0x88227863ae7ddf31a38805c48c1f616d8240aa93
AI510Liens,510,0.37542888888888826,193,0x4ffe254261d0e495882a53810974f2d53b9f40a8
Darknezzz,6419,0.37157490000999993,2160,0x7f59784d9e83835f0832f90639ee667d7ac1a179
t33bs,7500,0.3668363434,1557,0x8a86d60d0bf6eaa8946af96e2ed5cfee66e926a4
p00nks,10000,0.364734849000001,853,0x871b62e90a86bcb5a56cdb1a7c9202fb2abceca8
Encouragemint,35740,0.3628426964670011,4538,0xb9b2fae0086a14f626af91da173ec48233b7ab89
Ancient DAO,1995,0.3620257777768003,819,0x2acb22b7a45d1f11ab18ab5690d73e6e261f61b4
The Early Birbs by Noun Cats,5000,0.358289999999,694,0x78e7fe30f51f9d58ded32ef9fd5bbbba0fd7dfe4
FOURIMMORTALS,10000,0.35772656400009023,8957,0x3db3f42d1ed92b180fe7dd8efc0e1d711a4eea82
FunkoPets,4444,0.35726908999989976,1081,0x0afcf6b195f15ae43c2b2ba9e108b882fd2c8523
UndeadLegion,500,0.3558732800000002,330,0x73795a65f8b63f09ec0ed4922293125304971ae4
DualFaced,10000,0.3557119000000002,764,0xd528dece1b14d54f0453fd10ee594cb1b9583ac4
BAMC,999,0.35548100000000005,122,0x6ec3db5f7d27f87f96ed07e9105359fb66cf0f10
The Crypto Apes Originals,7777,0.3542599999999996,1984,0xc54254bc26bbec789427e6c9f3329669d79847a5
Conformed Chaos,3333,0.3509256400000004,1637,0xcc2cd1b8e6298144fd7e86c168d1639c45157126
Pig boss club Genesis,5555,0.350639997,922,0xee458097a0b247f17f832f529b4a6405e9ff96d2
The Merge NFT Official,10000,0.3489371999969501,1062,0x2bea4cec947ab89b3e4cfff66628eb27b01884e3
Moonbird Apes,7777,0.34780223477760003,3695,0x6a8b632d25933ba39660e2e3d03ee481fed638ed
HaiNeko,5555,0.3455067610109902,1394,0xe39587f231a6c178a3fbb72ff13b053d469119ef
Cool Frogs Town,4201,0.34243564,848,0xa11d59ce8e001254ad6f6e95ee87c0c0aa9b4a5c
Center Arena Warriors,777,0.33856001000000013,282,0x0b4cb80bff01fb1b6e3fdd72e06e2c80479cd61e
SSKULLSS,3590,0.3375589999900002,874,0xb9600ed89f561a97463ce10ba2e5ad2e4c3faae5
10K Items,10000,0.3342102940000008,913,0x042d70662669b0e65cba25b6888c8946d8537a32
Sizuki Official,7777,0.3296185999999991,2590,0x11a4c77eee4db7aa7da0d836423529e68a9a1f28
Moon Mobs Official,8888,0.32678199989989987,2969,0x707eb0ff37ea33fe130aa00dd669a0a564dbd402
Mythological Madness Genesis,3333,0.32552588999995985,1490,0x1feae09997631493158270754c1722c00dcbeafe
MoonShabaabs Official,5555,0.32503290000000024,2684,0xd4c7d17565de4108dd1d01877d9424f899e058d8
its not gonna lick itself,6911,0.32378900000000016,375,0x8bb19e60b786b1ee6735aec14fc47d2f7c5084d1
Pepe Punks Nfts,4235,0.3228638993000002,1902,0xd5ccbc9a8f13bb6cfec7938992bdf04ff1a45683
The Doodles Jews,5555,0.3207994000000002,603,0xf362aadf0037823cd9fdc6901e150b42a8a70297
Y33ts on ETH,6046,0.31860594555460003,2018,0x2008e6de208ed0d53a804ece32e3cd07c761d47a
WasterZ,777,0.3170897980000002,236,0xc9a0f265849e86648284dc636a28a3756c760717
TRIBE Kids,8527,0.3150210000000002,1743,0xd1d6062cb98f87b9fe4ce130e2ff844f15a6f28a
TheWaddles,3000,0.3146288800000002,2555,0x83f4aa8f9ef2e44ac8a6d44762ebc4d7f01f0d5e
Invisible Drunk Friends Official,10000,0.31370999899999963,2122,0x5bb4e5a512c6ed225fe1375d879d5811de2a7d3c
Weed Monkey Club,9735,0.31248700000000035,522,0xe119a77f2b272e6393f28ab7db14a6a94b6a529c
Tiny Frogs Official,3040,0.3095,304,0x33d759df11970cd5220db2b32a138a4c841f5865
Phunks V1000,10000,0.30943594387877815,1985,0x1d48842ed318b739a2f8d251bc53fefac6d96372
onchain charts,6969,0.3092866299000007,2993,0x596dfec7e737666f827b8eddda5696bd7001cf43
ATOIDS - First Deployment,5225,0.3086529000000003,1580,0x06abd576711a4bf85aa2fcd9be3621d51742ed39
CryptoBigDickbutts,2847,0.3075400000000001,897,0xa2b081f3c1a3ac6266b9da3844c33b3419f9b904
CyberDucks Evolution,7777,0.30616432010000105,912,0x1a223494ed356c2990803ec5d904389e8feec1a2
Dream Bears Official,4444,0.3051040000000001,2111,0x8bf6838fc8a7bd155a80546b6a82e4aa2ae5603a
Space Bozos,3333,0.3037759500000002,1182,0x4d389817e928bb7c439cbc6fc51f6ec15849ffff
Bounty Thug,2014,0.3026317700000001,553,0x69482222c23c0caae6c1d434502392fda2a2dc0c
999 Dump Punks,1001,0.30082000000000025,946,0x92fa98f49b7264a49d0f8f7f525e55ad1c449906
FREE MINT TODAY!,1084,0.2995705426001002,481,0xcc4d5add3cf033ae97a2bb0e4eb69228f8819103
MoonPupz Official,5555,0.2979609000000004,380,0x57f380ac60cb573dc61bc8f1f39136693b8ad8a0
cycl0ps-town.wtf,3010,0.2977287979999999,2742,0x787697c08353883cfbc4fe5c35b43c04ee4a3533
Bit-Cows,888,0.296179,181,0xc71235873760e6be00065abd64d9c29a828ab2a9
weebtown waifus,3333,0.2941465998699999,1619,0x7fad74fe7aae8980165b3cb1a00a794ddf2b3c49
PepeFrens Official,5555,0.2929656688880001,1049,0x1a11831f88954cb9bab51e4b6b7e57cb72b4a1b1
PepeDickButts,6949,0.2907307656000003,2263,0xf7310f1f29b17cd01602384e2c1a1edfffb67b48
Murloc Club MC,10000,0.28901578700000025,4357,0x79f512e549ce166fcd95db52a7c4f66832496a95
Mutant Spell,5555,0.28894980000000015,4909,0x7cffedb2f4fc0cd7c29af95488fd34554539589d
Real.Friends,6000,0.2870895760000005,3222,0xa8e9a8c6bc3a29d1ac93c41238cd881aedec78fd
Bonny Cats,5555,0.2866678839991001,871,0x847277ca7a0e0b361721d70fe9aa45fad6bb2ffe
keentown,9892,0.2854806900000004,622,0xe250066dd5a394498b8da985a980437282c6ed2d
TOMATOZ by Homeland,5250,0.2852549800000002,1924,0x43fbda01b2f21d358176d71943a2d97358d532c1
EnoughBit Dudes,7777,0.2808656771604998,1576,0x9ab3be3b253426130cddad58d02066f864a961b9
Just Men Official,4444,0.2796690000000002,778,0x2335243f35b4d0aba635ac211850a92573265e1e
Culinary Artists,888,0.2782203000000002,147,0x98704b66ea770ae99fee92b2d3fb53801fc5abb2
Open Sia collection,1975,0.2748191636845901,742,0xd6c99a6b0de00d20b76b7ba31b4e359e0563f852
The Legendary Masks Club,1000,0.27369000000000004,115,0xc3c9418fdeadbcac3b21e3a2c16cf49ff7b2737c
TrippyHeads,555,0.2720148700000001,415,0xe47005bd64675029843581c72e96441abbae44ac
Mijikai,3820,0.26777569940108004,3364,0xfd7869963a29e18c66c90715c6621fbed5bf81c9
WE ARE DEMONS IN HEAVEN,3333,0.2671679996000001,2074,0xe9e8109bc97390bb0025f6450093bd29a262cc97
The Kuwaitis,3333,0.2645899000000004,471,0x4bbbcfc5c925e7c631f2daa64afa5444c1a1d55e
St4rW4rs,10000,0.2609368996999,1779,0x19247d1e7178a3ffd76763eaf52ebe2cf1e639ad
Somewhere Over The Rainbow (SOTR),10000,0.2585600000000002,801,0x8dc078ce0393d099fba21d2b00df1c9770a22c19
Taboo Land,7777,0.2573623669870004,1080,0xf2ae0c5bbfcdb84e39586996066de0b35a5e879b
The Underworld NFT,2500,0.255099,240,0x21833abc8362dfc81da157914988a1a92a4500e1
NOT_AI,550,0.25196898,494,0xba0c46ce02fe61812dcea691f244b51449b8ddc6
DegenDistrict,3500,0.2501697000000001,802,0xaa23386b8972d884efc6571c0501eb899e88cf4a
Yachtscapes for Apes,10000,0.24858000000000002,1071,0x950fb8a6dd59a4cf466984b4f6760ebd2dda8e27
Lunar Wolves,2222,0.24524000000000004,501,0x1be76d67747522bdb79ba30035a00eeb28421f12
"y33ts (33,3%)",953,0.24469599900000003,331,0x40c2cc31236635608771920b7043c04c0d4569d5
Bosozoku Apes Gang Club | BAGC,7777,0.2436958889999601,3082,0x80321ac3ea82f848031f1a8db7b6a351f4cc0a97
Rare Pudgys,999,0.24280431111121403,956,0x8c8bfd3cfaba171a8d3f73524e0ad2cfff320f78
M30W Rebellion,4803,0.2365669980890001,545,0x752ca74d6c1fadb3360aba034a846d7e14d0cd99
The Beauty Of My Dreams By Beedle,1000,0.23325489668800012,809,0x3d25c4afe6efd3aae56334ed3d115717aa4e9644
KakiDaigaku,2022,0.23119358,631,0x1a9f1cb34f1e0848e6f0ac1946ff6f8f2622e8c3
Olympus_NFT,6000,0.22951989800000022,2004,0x81ca2597042c9da168b34d4a806eceb2ad738d89
AI art is not art by tricil,18519,0.2241170687990005,845,0x39508183ced59522f072293af4e485a1b9fc102b
Bored Peperilla Yacht Club,8165,0.21836776800000005,1340,0x1add12d3adcd09a474cd81df29cf57604123e899
KikiDaigaku,1111,0.21200000000000005,558,0xd9b77c4a4570f4636ecbcd9767cd36d3a56bc3e7
PudgyDoodles Official,8888,0.21124997999999995,740,0x42ddadde6e3c72bb3220e303744594217ee65822
The Kekiland,1111,0.21059300000000006,246,0x6530c0528b60ec85c46d755ce697fdc6517aa70e
Muxxo Cat,4523,0.21058476540000023,368,0x42a6313f8ac7475d94e8ac7c2f38400988b7d024
WizardTown.wtf GENESIS,5000,0.20922000000000002,529,0x118d9155aa9aa1b7b1a80e4061d8e21f72c51290
cashgrab.wtf,595,0.20850000000000007,146,0x9b7fe61f368fa310d31930bef9e7db9c1bd0d89d
Pelosiverse,1000,0.2020544997000001,611,0xc88ae58dd77697a925f272bfd4d551c240c84da7
TokiUniverseCancel,989,0.19999999999999998,35,0x0dfae14a7973ded69fc0223da55460bc29994fdd
Seabeast(SB),3333,0.19940400000000003,2228,0xb2caf20cbf903184287814e6bef4b3a503daf310
The Chinese Official,3333,0.19914900000000005,630,0x39f1064e82c95115b654c865c5851ef275028a07
Minimalist Human Club,3333,0.19856068,1425,0xf9854575358d5caa8d09d8558a36484ec4360167
Detention Brothers,2022,0.19817773999999003,894,0x7378f257d0bf603dfdd4119e64523fec78fb6180
Lost Files NFT,419,0.19772,91,0x5b3bed0b231fdb022748cb94af077d759584a0fd
plank says,5000,0.19688799000000012,1953,0x72cd6a0e898a8501218b4efc220d7a1ceb925e33
Bored Monkey Pox,6969,0.19394789899000006,942,0xa627d3a594649b300c200fc565a55b0b4a62e4ae
y00ts Apepe,8000,0.19394489900000006,1674,0xe423bc41aecd29889ca4975f90de54d9f30d4181
Bored Ape Court House,2000,0.19342380000000006,514,0x47ad24f0a1d9be46b96ebe4853f4fea7bcb84712
Mystical Otherworld Official,2379,0.19129500000000027,131,0x8a4a15fc9ecfb46f772064f6c6709817a8b8ec17
XCOPYy00ts,5555,0.19103900000000004,633,0xe77e59e5d9db886b54ec609d0e0add13fe358fba
Hedge World by Hedge Heroes,2311,0.1855679592999991,299,0x938c898c49d1492886e2abc607b8663cea179a7e
Sleep A Sheep,3147,0.18503890020000024,916,0xba16c92deb488aaa1070417f545065bf51c7c6c8
Pepe The Gan,999,0.18447600000000003,981,0xeb789540a9fe26412e2c740f424b8c1dc24ff928
Bananartnft,333,0.18406777000000005,170,0x936c30ffd4ea5b5264bcd529553f29b2bbd3bff2
notGod - prologue,666,0.18219510000000008,283,0x0f99bf73edf75dc308d9feb607e1ac9155fdc13b
Meka Punks,5555,0.18213570000000015,1003,0x97f62a99136ee425832df1804972c716e8c51332
Staying In Tonight,2469,0.18085998000000014,1127,0x0dcf42ec403192ea4c0c160b59571ab7e361808c
BitFrog - Official,840,0.18076676543210002,717,0xf4ad58c64a16cbaf89935f101a86b5468513d181
ASCBirds,4135,0.17768198999999996,1891,0x748627361b1090930389fe3c0d7d60f954b6bd75
Hisoka Official,5004,0.17493990000000004,2463,0x718a1a78fdfaea3ebfc3ff3d8414f8564bb02e60
BoredDegodsYachtClub,4444,0.17449400000000004,3321,0xe3e6bcf6ccfb2f6b5ac771f94c691758f5e7f199
TOMATOZ,6559,0.1738956700000002,2926,0xde68c39be70a43675ac3f694c4dcbf8991c5dbc0
Hoodie Boys Collection,3000,0.17145,1317,0xe47b293c4b32d1bd529f34c262b9ba3cffabc007
Gunks 999,999,0.16957769990000007,638,0xe613fb485b40f6c8f845e16b51f1e3dfc64fe54b
Merge Pandas,3333,0.16695910000000008,1725,0x9ab4b6ab363edc3a9ade5a90deefae173faf7889
TwiTwi,4000,0.16342,427,0xb9ec4dcfe5122c2c01c7196a7fe4f355b3a79866
Aetherian Devas,3332,0.16263595989000015,1642,0x62573dd9f3a661983fb3ffd3b63c84798ae88d14
dickpunkbutts,5555,0.16195779999999999,1890,0x955cdacd6ab5fe82d43a133a3d5e211993f12e7c
Cranky Crocz,888,0.16148121197676604,711,0xbb6f8005c97e2713c4a36fafe70a6b13d866144a
HODL Cats NFT,5000,0.15810942000000014,1779,0xda268ce947a666380f224635742adacc78e2d74d
Teen Amigos,3000,0.1576089999,426,0x719d590a4010f4e449ea9b0a5e892d67d447ef07
Goblirds,742,0.15749999700000003,110,0x56429dffac317e53cdf5f5a7a15419e9de5f09b8
Hand Drawn AnimaIs,5000,0.157239,2910,0x9cbb55038ff32ab1128ca11bddd6c89c82c57f7b
Pudgy Birds,2700,0.1569278999,2358,0x6a99ba86ddfe67fddfc340159fb7b43db5f90e4f
DoodlePepes Official,3115,0.1560399943000003,449,0x6bc7173f7621620a5cdb8923afbeecb46645cb35
BillionairesBirds.xyz,2780,0.154544,406,0xeb70f82168008951a041885b1755dd4e294a52e8
M69nbirds,6969,0.15189799999999995,624,0x605cc1edf56ad6837876e5efcd4a76cf257f808e
Meta Punk's,5000,0.15150200000000003,1141,0x51e2543c55db78d129dc8c82e4447942b957f82b
WE ARE ALL DEGENSS,10000,0.15129931999900012,1067,0x325bd6251426d8c7a6e2b5188979839829a5c72c
The Magix,5555,0.15045808099999988,1647,0x9962957e3bab17727ecd440248a988be7de76e29
Punpyy,2102,0.1494917,757,0x19229202cfb53232557074b3ba7e5401cd2acd32
Cybernetic Cats,2222,0.14909979,377,0xd819955a986220d6b9f5221bab7adbec6d39c967
Web3Warriors,13139,0.14906558200000006,1702,0xc7ea7beb0606f2b7fb984206e363228456000bf8
Long Live The Queen,4953,0.14736400000000005,1243,0x1e654f7ab5485f8bff6ebb380adf17ffd26a5616
CryptoMaxNFT,10000,0.14632000000000012,1102,0x46a026ba6537edca574990666d69cc3b3b85f456
John Llama,3333,0.143174900999898,775,0xf240c60c22f854f34918eec0a17cce54266da541
Bozoverse,6666,0.14252077775999997,1623,0x8e93fd5d7c1dcf7dd8d44d32c714b92bd049dc81
The Larva Crabs,2323,0.14203,289,0xdc2d0188ca0a6766e997557ba167fc71573c9235
underConstructionNEWcontract,5000,0.1347700000000001,483,0x08a2d4cb0696e5b55ad50fd05f8dd0890e787cf8
1000 Blinky-Boos,925,0.133979,83,0x07a21753f0c0164710480299ad5b2d3aa062f908
Degen Frogs,5555,0.13326799999999994,243,0x661ae700d25a03f2c53f8056405fe5832bf1463c
M4 LAND NFT,8000,0.12760609700000006,526,0x7ff40a57160ea34c01c4477aa8a08522a12c5234
Moon Rockets Official,2222,0.12645979590000003,827,0xa5724caf248ac3141a8a19ce7a66b3a5529df4b4
MintFailed,3574,0.12597589999999903,3288,0xc1b927df3a4707d332538d0899ed08f2e2206921
Touch  Grass,6000,0.12520837540000002,1389,0xff9d1acd0c35a09eb64f0f8d45325c03ce61c051
pepepiss.wtf,3062,0.1244100000000001,219,0x4731d1e66170e4f86f48c414dec03c994e8fd1de
Chicago Bulls - THE AUROCHS,1648,0.12353679900000004,751,0xee063eadbb58a63f7474f1d5482387c83f1ceade
MERGE VV,29963,0.12326699999999997,1220,0xbd8451d2d5fb88469a764b05c1e0b623c5106145
Pixel Rare Apepes Official,4393,0.12259000000000007,226,0x2980457bc302c34623b3b79834504aebbc48c7f8
Pudgy Seals,6969,0.121502,1177,0x8ba5721062282e66238a9f01a52716102124f6d5
Arcanum Academy,10000,0.11894000000000009,557,0x06396fbee2095c3dbbf9115efedcd69ca10c8038
ASCII Apepe,10000,0.11869800000000001,735,0x253130b69d7876f4a3069af56f595eb5316835d9
PROJECT: Arcana,6271,0.11788700000000005,1692,0x66ebc734c5aa30dded9c5886e7e0e4ae105dd6e5
Dragon Deez NFTS,3257,0.11709997799999998,709,0x7041bbe706371b7634a605e424103c8af9b15913
Crypto PepesNFT,666,0.11700000000000002,567,0xc7f106818d7aa568205d2ad8a7981d72bcea6610
