nft_name,total_supply,total_volume,owners,contract_address
DEVIL PIXTERS by PCOPYART,3333,2.019542253432096,1819,0xac75faeee530a42da0899d67686d19931064f47e
Rare Pixel Pepes,3000,2.019004446279995,360,0x1c4cc06d74b6cd6ea48e45b84219d93d781128ce
KYU GENESIS,444,2.01554779,188,0xea0b7af7a79beccf7666819c3dc8b2c10fb50174
TiredApeYachtClub,5000,2.009724171322422,3591,0x9fddeec343de44c6c693d879c7944aaed39c77e9
ThunderBuddiez,8892,2.0083688979999965,495,0x6c2b23ea467593f996fcba34fc5ab5621dcc0ece
Bored Ape Yoga Club Official,5941,2.0050452507591943,3886,0xe205740c11cc5b2c4be9a3bc53a96aa075c9f605
UnknownCollection_,309,2.00389999,98,0xe82a49843004db350d6c240ca474ea3e6fa29e87
Diamond Hearts NFT,568,1.9919489999999975,105,0xd171a689687c91138527c589fbb89d10153824ca
Parasite NFT,4000,1.9916573234443906,2854,0x3895cb9510c7b25e04ca70d3c937c7b815de9e5f
societyMDMA,2000,1.9816766999999929,728,0xac2d0b4f1114123686a0e276434c198e8dd33f91
goblinworldnft,555,1.9712444344399973,308,0xa111ee8ab6b4307c5ebbaff77a9a1b3503fef98a
Futuristic Robots Gang,3554,1.9634099999999994,1165,0x6749987ce65b985a1703932949af794f561c8f7a
H-Hedz - Sharksquad,2222,1.9471699989999969,441,0x9f2035383c4dccb3e34673fabca82589a6c69049
Deltanauts Alpha Gold,459,1.9460000000000002,143,0x8db82382d4f2a312913e2826fec616c03aa41266
NYAVATAR,1309,1.9357,347,0x24303288b68d174d76fedd4870f409e7d92fac7d
KamiTama Official,3888,1.923308027131218,1013,0xdb2ae4c19b78444ea9dabeae5b4d68ac5fc548c9
LostMyColor,2888,1.8856519787985884,2452,0xaa3bc37d74a3082c060b0655fbe0b92c79627e8c
Queen y00ts,8006,1.872568843389901,4817,0xfd7c6a97ed8d42844dd163f5b3ab021202ac6802
Puffy Planet  NFT,983,1.8599368668888894,329,0xa11e6e8c80a6f3432c24bcfeb209eb649110ba96
The Ancientman,2222,1.8465159999999916,778,0x2278e3d96387b46ccdd4f48db740f8f5f1b17cba
MoonSkullyNFT,7777,1.8342496832000017,4507,0x56cd6b22bd981c140fc748b3cab088db132c79fb
Baked Shellz,8400,1.8309679078799854,1609,0xc66b5109d4d396619c3194a9717bc7e68a7b653f
Happy Planet Club Genesis,3000,1.8176861218210036,2222,0xe8fab2124411e8f5643b15a4a439109ebdd7c9d5
The Samurais NFT,3334,1.814639758999691,1497,0x98613d2b9f1112afee75200b070f962435cce088
CrypToasts NFT,3500,1.803939289999997,1472,0x262fa0f6a1d7d0a4b74463d38e0dd4de51d55b40
Mutytes,1747,1.7964256599999997,315,0x4c208d5a0606c94cc4198720b198d379ec8a335e
ECLIPSE REALMS,3110,1.796072527898894,892,0x1718e4266bae449ea145ab791aaa6b5d977ebff5
Suji Official,5555,1.7933458404598799,4947,0x4e13607c0777e86dfac61748c18b44595d23c9d6
Tikka Tiger NFT,2921,1.7924953167000008,414,0xe9ff811707af03ef1566357b051ce2b7fdfab478
Anni VS Ben,2000,1.7882306811199995,455,0x88b65ae8192e1bf5bbda571e34e44238d7742362
Dolia Cats Genesis,666,1.7716845468989966,350,0x0b3e1e107dff3c7ceaaa1a29b96228b573a6d69f
Reever Insignias,3022,1.7693725634399993,2502,0x57a9202b6ee9731c6e1996c9cfd6c69792070d36
24skulz,576,1.762199766999998,283,0x8c6cc1e4ab4cd932286f59746dab899b08bee506
BaoBaoNFT S1,2930,1.7532395426279987,1222,0xf9039235d4318bf2faded06ca8eb5c7e9785f789
Oak Paradises,2774,1.7495209999099954,602,0x465830deb0f3d476f20417b1c451b3f57819aa95
Ani Mato,605,1.7463298999999988,144,0x38a5d8cc732dc09f018448c5a9d92f850d7cddba
Planet Seekers,10469,1.7429852150090026,5144,0xbbdcd0f8038db4cfbbf307ab87c38fa58517ae65
Yokai Genesis Collection,1279,1.7379999999999993,319,0x2ba1db023e4e4425e2f4eff1281841a325b32d79
nftinvestrs,5210,1.7361199998999963,1233,0x4db61258aed4e592db3e62a07951f6cbc009627a
MOON LIZZYS,9999,1.7360804467799915,2261,0x77c12fa7aa7c3a7045d1ce0f58684fc0bcc77e2b
The Propheth,922,1.7352038888799972,741,0x86f95f0a25e023346f4ac32b25ebcfa593120d45
Its Free Mint,2288,1.71374989,558,0x1fe543b7e759f3283ba18a670166dc1a973e223d
Two bit pepe,999,1.701399599,369,0x4bcf65689c439e3d5f865d7afb6aca8b9f379644
SIMPOfficial,3000,1.7011587999999975,2401,0x70956466aa3ebfe75a549cea323316f94e8d0979
ELCOCO.XYZ,10000,1.7009583696888775,1396,0x403a7831eadc32a9bd78ae1f744d433699c05cc7
Wild West Official,5555,1.6965887688899874,3010,0xe3c1451816fde53b1c179774c4d9b3d2ea7b9a16
Pixel Rex NFT Collection,6000,1.695261458926979,1482,0x25ffde297087ea759adbe2379187ca5529e53c5c
WeAreNobody,3858,1.691740168999989,2619,0x8b6a843ef95bc85049df091cf4bf84acdef34cf3
Mint If You Want To Fuck This Summer | FREE MINT,7109,1.6891030000000002,458,0xcb8ca05ea094738f982037900c997672156416c2
AllOutWar,2412,1.6759444778799952,1673,0x08066d3ed45c68dc7deace081d55f9abb63432ed
Birbs Friend,2000,1.6599596999999957,1400,0x9a7d15ea9ca00b3343c7ddf7932d95f7df5a7b97
The Aliens PFP,10000,1.6519050399,1916,0x8fc7f11342dbe913f783833342291c1f26a64363
antswtf,6000,1.65144987189,4052,0xda3643af97eb050b79067aff8b3d72254505df86
codeSTACKr Token,1000,1.6446999998899998,466,0xe1c116a1c508cbcd0fc803dfd13a79961bd68009
Little Dinoz Official,3333,1.6387285634444022,2082,0x9ac678380ea8d36e834b0e41eb21721c2f76f4cd
hack by bot do not buy,2903,1.6368229790000004,2192,0x4d93224bd835296da871043349f6f58e820bd9cc
Tiny Tamers Official,2222,1.6362017399990085,696,0x472d5f614b3463d343133c15adfb591fc833b63b
DeGoblinz NFT,5681,1.6264630999999994,1009,0xc68fc8fe781782804cda1e1ac21fbd6ecb98e737
Psycho Sushi Clan,6666,1.6115968899999973,752,0x9b7e9480296798e9ef516fec33cd994f9491745c
Darknezz-Official,6248,1.6115075549999969,1570,0xc6b958c1682920173b7f1ac0de9140056a0f68f6
PlanetApes (Official),557,1.5995999999999995,228,0x10a44ca8d74dddb124b541fbf07fca149ed5448b
The Wabbits,10000,1.597621569899998,6936,0x5e3217b92a69147ec6e8675669819ed718ad6b4a
Nonfungible Banners,222,1.5971599999999992,131,0xc9026186e550101405b76f5cc027f5263a75363d
Okay Bears AI,1810,1.5947213999899947,841,0xc706d3fbe10d83151ca3cf464b28139a3414fe1b
Renaissance Roar,6000,1.5869999999999989,2445,0xb7e8ad512ee269d051a9ec993b15c59bdd8291cc
ToadBoats Voyage,8000,1.5851833709999927,811,0xe7513a0b2fd3d3b0534ce559edfb04b5d6858271
Frawgs,5000,1.5739864899999951,2204,0xb3bc23be3e63532ca48a77cae930393b1c058ba5
The Lost Meebles,3271,1.571570352573963,2604,0x7151d2740776f4ea38d3c9b8f244fb8d7b8e431c
ENS Ape Yacht Club,10000,1.552722539599999,3308,0xee637e90bf26425fe091a15ec721fefc158250f4
The Dogz AI (SOLD OUT),333,1.5475179999999003,230,0x4ae7ba32b4044d98dbb6556db9743c65b1dbeae4
Sacred Serpent OfficaI,2434,1.541,294,0xbe2ecca2b7881cf104623ef593ce4ed09a7ca6fc
DegenPepeWTF,8888,1.5385842752111027,1027,0x9837e45030ef0cb4ba3e87e79a7656a2047f0d0d
DeepSpace555,555,1.5268589999999986,253,0x0cef1b3638fe2e0d7248875445013d3ae3ddf66e
Milady Maker X LITE,1000,1.5239599999999998,169,0xe6ec7dd8a31ae3efdf9e8c774d73053b0ee42cea
Ghost Lab NFT,11420,1.5016999999999963,905,0x6031b656808fb1d5a47aba58b38e9278d3922dd1
-SuperNovas-,999,1.500087299999999,240,0x29dfdfbf4995e531c2c7cf79893670baefc515bb
What is this? $WHAT,342,1.4974899999999998,138,0xe0e72a832445d47451f8cb8a22f811168c86de99
ToadzWorld,6979,1.490647999999998,1215,0x379ef659d6324803ebe07ca367038f644d50c00c
YogaPet,2500,1.4860047689999907,893,0xf765bf3909db7ebe98f47335f6478b0a1d3ac9f4
DraLlama,500,1.4695575888888792,367,0x2f19681bc73d5805c388cb6bc2b277c773ce90ac
Ad Astra Club NFT,2532,1.467699998798999,482,0x4c4a2941ab3c1e23e245fb40169c5968544172e3
Awakened Kuma Boss | Phase 2,2174,1.4588999999900092,917,0xc16894af4b9f9b0286cc752310d927246d7953c1
Moonbaycs Official,5000,1.4509070978899907,1746,0xedd7e4eee7c0ffb2e3d328a3801d611377b0b7bf
Texas PumpJack,3500,1.449154348642887,816,0x887a58e6289333cd875c2e60d217bc0b4ced24ff
CryptoClitLips by Sordan,4020,1.4461761599999923,372,0x2ad9949384299592f79fa3f316978f486f98659f
RIP The Queen Official,8197,1.446071899999995,5670,0xd59e4fa2e3ba26e386e964f697ae9289af05a502
Doppel's Gang,7777,1.4453585899999943,2181,0xfdf3b9bbbaf880e61352840d2b1a9a1d3407bebe
BloodRednft,5000,1.4320556999999985,1078,0x8600d97b5dfa63d3e9a5e82d0257f97ee1e7bece
Moon Apepes YC,5555,1.4157641999959936,1166,0xe0121ee6e67feb940e24e79dbd22caa24b485551
CLUSTERFUCKS,1110,1.4140297999999987,383,0x257360b1d0076ebc1e5c82064c335794e46a94d7
DopePepeClub,7777,1.4131103499896829,987,0x563f6e1594ff7427bb53aa479645e639c2928f9c
The Seasons NFT,2145,1.3958429999999986,690,0x245613140c69aeb61ebc7daa3ca7fe2d3bda7257
Monke Voyager,199,1.3943999999999992,89,0x7a69e63ed4db7ba520399eb8558bf04fdf487b2b
Kyoshi's Kingdom,5555,1.3931341889999884,1559,0x288bf4bed13ed59df11da260702d15d8b5534624
Kadena Mining Club,2800,1.3923784299999962,1041,0x5733eb00cc4b02498703a74871ecad134b86f3d9
Down Bad Degen,10000,1.374198169871839,735,0x7b092ea548206474a1b970bc33a273bac3173b51
DALL-E WALL-E,879,1.3733819999999994,147,0x9e96a6a1b36a18dc3728be404c9e6edbabb0c279
The Rektsistance,1208,1.3603609989988987,609,0x26db72ea136b4a37eec2fe29083023d79f206e26
MercrediVintQuatre V2,225,1.35015,87,0x0a76df79cccfc4603c340e5c5680363522a3c1ea
Astrobaby NFT Official,585,1.348730858799999,198,0x86eecaefb5bdeedab0484a8d27db4d024166557e
Pin Planets,250,1.3477042968098982,136,0xa808f088391839728897b83849323cf823ab73af
Sarugami : Gama Summons,5000,1.335261199899992,2669,0xc36b5efdcc6abd1b4f3c35649a9b3b9e5364347f
PUMPandDUMP.io,2222,1.3330308999999985,326,0x93cafe14895d214ff707eb0d300d2dee2df95f8a
GONADS.WTF - Gang Of NFT Addicted Degens,6969,1.326303239999997,616,0xd463f4dd84c02c9562f60c28ad2cedb8f1651d17
Twisted Reality by Davbob,999,1.3207985990000004,630,0x84db02930e0f9c1c68679726e6b1e0d2f41c7cc3
Metropolis 888,888,1.3169018688999994,390,0x2287d8421eeaaaae4efabccd6b0f9786d21f444c
0xDragonCult,3075,1.31352092578,450,0x95ddf26d73dfbbffc5a3d008bfdb3fef71fb8a84
Vampire Meta,2000,1.311815,433,0xcc2278f8e9efcb4fa655613e0c4d80b26ee83cc3
PudgyTown,5000,1.310715577779886,4509,0x43b3be9344465e472a0359cce73b433bd6641c8d
MoonPunks Officials,7777,1.2973296539999997,736,0x074fcdeb2eddf6410f39e53747198b2aa36ded93
MoonGhost V3,5555,1.2880096300000006,957,0xd2d9b9e5b7292dc991e79eabdcca01a3152dada0
SewerShark,2726,1.2781878899899985,1194,0x62d44ee6081dda52f5fd13c7219bbc4d5f84068b
AngryDickbutts,5020,1.2772333434998977,4427,0x01426920272acd7ee5c18013fc5c86f9cb873e68
Moonfrogs NFT,5626,1.2770599999999994,856,0x2366375dcea222b602f3ed4781cbd6d51bfd25b1
Cosmic Coffee Cups,6500,1.2644043997999928,2202,0x303ff8b14a57922854f66ab8438f879ea071833e
KUJIRA NO KONTON - Gen 1 Whales,588,1.2639,302,0x6adb0733bd9bf302251c169be2c4fe2882eed7a5
ByeByePOW,985,1.2620999999999993,108,0x9cb3fb04e2ef1c87eaec1a0a3245ccee72f76290
Mystic Degen,4321,1.25610995,616,0xe646793e5b90b4639793ec888f24002ccc6db314
Moon Potatooz | CC0,5709,1.248719999999999,872,0xf3b56ed7229d0e25ae6e01ad60309f8b9e2265be
Baby y00ts by Baby Labs,2500,1.2466140000000039,470,0xfc520431c5d5d6c6726ed50d785eb6130c3fd55e
FoxelsOfficial,5555,1.2448616699779003,2732,0x3d05ade8f99833b1a99b94c7970b3e883248a7db
"TaKe A TrIp, FrienD",400,1.2396599,260,0xb6b0016140e443d94c8ac23b64578173cebd82de
PrayersNFT,4009,1.2333954422879982,3019,0x60ee978098bac89a67e68c5f3ded40ee4291d0da
FY Hidden,2999,1.229219999999998,371,0x9f36605f07835ce276fd2befcff6715a29a3d84e
Bitties.,776,1.2256989999999994,460,0x08005e68736bb579fca86195befc4baf623a5bea
INK IS MY BLOOD by Apollonia Saintclair,1969,1.2233684099999986,768,0x868d17c0356d87e845ca2c67d4af1f0e71bd199d
Cyber Pantherz V1,8888,1.2171503872109994,1439,0x114cf92d89baa5f4ad8a314b8ff62891735a3d78
MessageInABottle,888,1.2069545665888881,689,0x7c8c511293291da0ac83fcee750a8ed2dcad036e
Nug_Life,4200,1.2059949999999993,151,0x75daa04114dea93989e4ddc423729be303e8fd2e
P3p3 Y00ts,6970,1.204786553969697,2279,0xbe55781d3f8f51a9b6b760af136062b6f2e9f657
GMers NFT by 2C,4000,1.2029157999999984,695,0xc4e1ae7ca92821cdfde3aa410482cf7160d64106
Super Bounty Inc.,4000,1.1978957999999986,800,0x97c322bb6331ecbf65ca89686d56d75d3e09e7e3
TiffApes,5555,1.1863970000310975,1060,0x6494749445bd95f81cd880439460195432279552
Pocket Hamsters NFTs,10101,1.1861099999999996,659,0x2cd32fbdfa79fd66b62750d1b787c9c954c14a7b
Super Rabbits,10000,1.1860755878499725,4310,0xcc1240aa82c7c72ea57629420bd24e209b2ae35b
Derpy Punkz Official,4444,1.1809769999999982,1252,0x0d241ef213b2cd6f546b9116a6dd4060477e3596
Pixel Pandas Degen Mint,5801,1.1771547999000016,579,0x136d05950eb3953ca197a195a05da0bda98c2771
SeaRaidersNFT - Official,4644,1.1728091800000058,796,0x13112ffa03fad1dc21a5a3db016bb0a230c86805
Project Bedans,291,1.1681689999999993,158,0x8fe0ec40fa3b7bb8ff699a295a00cdd809b144fa
Abnormal Goblin,1777,1.162645457776777,1308,0x633946dec9f5ade05b215318d3e12f1e6dd062f5
ONOKO CLUB,2049,1.1530310788989953,862,0x4b5513162b2f5786091e1e72179879103def6051
Guess What ? ?,538,1.14718,68,0x2bb68613ef74f6c657857c2c56144d72884f0eba
Pan's Little Pixel Blocks,1333,1.1408398695999957,496,0x918c3e1e24f9dd885c545cea0ae3989b9bb7c48a
Birdsquiat for Billionaire Birds,6666,1.1405954300000005,1638,0xe381b9b1a7f778b27543dcf3da7f4305f38e0233
Horreur de Minuit by ChiaroscuroDAO,555,1.1390404800000002,461,0x47c8f77cec4b30b63e8cc081c6d89433a7cf01de
Okay00ts,10001,1.135850568999996,3108,0x3a0916f7a5b1abbc468805358546667e186c8d7c
Spirit Bomb: Season 1,444,1.1357000000000004,110,0xeac3d1f18fd46844fb51d53861f50d86409bf2f3
UNDERWATER CLUB NFT,3765,1.1339200970000003,659,0xa93a0806bfc148506c5e4d7bf90c415fcc4fece7
Dobby - Metaverse Dinos,1559,1.1329260000000003,768,0xd912549092633fb0a21aac81c7c41de168ab31df
Noobs(Run the World),5555,1.113420094,2749,0xb014b280a276fbcd7b33730575fe3f044b093b84
RugFight,14779,1.1126349787123482,4115,0x6c6e354f3b4ce3bf19bd517c4ab657501e9e6d63
The Real Banditos,3333,1.111093399999998,1122,0xfccde6c8c5d6f5621ec6fe06c99bf8309ef83391
SkunkNut,10000,1.1097801116767936,951,0x5d49f113ffd1351819a80d533eeb3b0090fbcbb7
y00t Punks,6969,1.108826859727699,2541,0x61f4a7fc8710adf481ba8a48c9f151d8e7413a74
The House of Apes,5346,1.1008443900845588,4126,0xa5c62f4a5c7b7454c4754eefa88365e69c11a3c7
Hydra List 666,630,1.1002900000000004,112,0xec8a4c9904bd44803289ef4e7e5a6148a4f0be18
Mocko Taco,4005,1.0986697879986986,2642,0x085cc3b02a29d85c2cc314e1875d52c4e33386d7
Amparuche,10000,1.0861499999999993,282,0x4e16d3b5b5f49060127ecf2ad1e78d7182edbda8
Zadipass | Private Community,3458,1.0850689999999992,901,0x3da3755007f1d74669010b3638260e6dd1fecbf9
Mad Chihuahuas NFT,3333,1.0817211349465061,487,0x0b8e063b4858908eeaac72f714d7546c4b3fecd6
PreciousPass NFT,3106,1.0769968999999995,642,0x0c98e92c20e31b60eb9d8a1229a98063a73f7fe3
Witchcraft And Wizardry,5000,1.0767207777599932,1662,0x475d7e48d967b0974c2a93cbeff194f8777eca28
Hinobi - Waifu,5000,1.07453396,1484,0xe5d1170d3977599f4f4d7f68c87bcb3872582e60
Rekt Garage A,1234,1.0735288899789992,493,0x30b32ba718a87a98d56524a5beadec8be1169761
EthereumPOW,10000,1.072457088989959,4716,0x81d39bb49c159ec5ef8d03957cc72a08db57d4de
argh.wtf,6969,1.056328143244338,1020,0x86818955a7476349938334981eb5c39416bad5c8
Okashi,4444,1.0549723129999997,2106,0x8035d57f384b79ac0f808359630daf479fbe80d9
Avacadoez,3127,1.0367357544331026,2094,0x6416314b3819cc71a825db9b2edb20db2f18657c
The Cosmo Gang,2001,1.0318999989898001,411,0x2f40dec653870d10ccc79a1d85d291d00a9c49e8
Fountain Remix,501,1.030999999999999,153,0x3ac9ef13007e2f8ad860a77f5fdf14696acf1e02
GCC x BONIA,333,1.0290000000000004,199,0x377f588de4b24ca8ccb48332cbf75f2f5306156f
Cult Of Ether Disciples,6666,1.014711912296261,1101,0xe4f830be23818138c706b91e97820c3a4770dc9f
Crypto Crabs v2,6969,1.0051304639999994,668,0xf0f7f64b7a8997701d99b7eb67ecf22e66fef9c1
Advent Project OfficaI,6371,1.000625,853,0x359c9729204e6f44cc89a201c04772f4177fa158
Monster Factory X NFT,3194,0.9981019999999999,607,0xfb7cc0e0fa684bde9f9630210e4042aa0f675d15
Kawakami Generation Zero,611,0.9950000000000002,123,0x0f88cae6254f05f098ea6474d883f4038c9367b8
Nft Alerts Lifetime Pass,3000,0.9922878999479701,848,0x91a02727da07cabf02c8753ef7c31de8ff3cb597
NotTiffanyAndCo,4983,0.9812793018767785,2069,0x385959371facda040d02dfd37ba2bca3eea3b57b
ETH Oil Paintings,444,0.9802640000000008,193,0xc662cafbca3997b5243a8eeaa462175a4332a50f
0xBandits,1879,0.96819,556,0x76b0aee33a547cd905857a5f4dcfad4bcdba1c9a
Birdstown.wtf,5000,0.9654658999277995,452,0xe8abee779aabdd0833ec688c9628f6bc9e63403e
Wei Pop,4269,0.9558423999878972,487,0x13d90c4450d0738f7e2ec53f12825d4d814d0e99
Skullki,5414,0.945351687898999,4302,0x77fda43066435d6b768c58c9749f17906967f60b
Wonderers OfficaI,2947,0.9448168999999997,684,0x8f4faba5d24c0aeae61915a87cc99ba805f36510
Yami No Kami Club,3383,0.9368226389999975,1568,0x3b233b7bca413bb7fefb56735b8ac8bc3c280d46
Pot-AI-toz,1111,0.9336800000000004,620,0x3e6df4011170fd3658f3aec9983f23b4228c2082
BigPigYuckClub,6685,0.9305047777770002,5325,0x6b1b5fa2e50255a9a471b712c4245a422b9f5b70
Nextgen Baby,10000,0.9294676886000002,1344,0x358d374f597ef63a2160153de49550dba011e471
Do Not Purchase From This Collection,1200,0.9109698998000004,189,0xca249a3d59ad73e46d036469bfaec1c6a9c2204b
Arcanum Futurum V1 (Official),10000,0.9109149799999299,1055,0x7148de7c9b5a19ba32feadd4b746d8e16e0672db
Latino Society,10000,0.8980250068899961,1875,0xce735f825732f23ce52674e3c5cc048d461637d2
asdBOYS - Official,5000,0.8954354134385487,2505,0x28ea5c00c7a73495cff05592e20e79cc7bc9a898
TiffPepes,5555,0.8943048532999991,999,0xe493ea3c5f689280b19f4f566a62e65e7bc5c4ff
Pollocks Bored Apes,10000,0.88475974,2915,0xc93f78f08c7e9526c78da56cba1dee8287bacb27
FatCatPlanet,3208,0.8828192000000004,1114,0xca0e0542fc78cb24445cc380e364f41833922508
Tiny Lands (4 Tiles),3801,0.8803142474766883,1729,0xbc1600d509ef643461ea8317617c54c925d9e446
Downbirds NFT,4444,0.8793947698700002,2900,0x2d93cc6ef4e4a0597d43554fccb6b764d5c00fb4
Meta Combat,2726,0.8787,496,0xcc4424f63a4321acfc7f19e00f58a22400a6da0a
Rug or Diamond ( DIAMOND COLLECTION ),2000,0.8684897777688887,1795,0xcf3b2ccc9987d2788e2756abb185344a3fe4fbe8
Sudorians,3333,0.86214,179,0x81698d9202d202f35edec18075ca679c36bbcaad
PixelPalsNFT,2999,0.861965799999998,1226,0xd26a6b1fd73c3575969d1a50d7f2908d53af411e
SkellywagsNFT,5000,0.8611449799999984,684,0x587951827da34f749fb8adc576c8670a26297e81
Porkchamps,9090,0.8594039999999991,839,0xc2d31475a1fbce0725ad71665976f18502a37234
HirotoClub NFTs,5555,0.8530237792799887,2135,0xff69bcfce73699d530c8c6673a01001b09cb99db
Dawn Dragons,2065,0.8511800000000002,660,0x1851c63671a2c96babd482030d5b712c184139de
ENS pudgy penguin,8888,0.8502196999999989,4305,0xc71020127f8d5d8f3f0818aa2518a8f9cdbffefd
Pegasus AI,888,0.8493659999999998,384,0xb359c6ec535e1c233b0e0318a53a3d2d3a40a3e5
RoboCosmic,11111,0.8461731600000002,10289,0xd8971bd47b0320b46a89bc45394056a2a3af02a1
AlphaMetaApes Official,2036,0.8455146890000002,437,0x235cff2604e9498a7a24c4b82c755b4b7672ef49
Degenarios NFT,4444,0.8451023915770006,1451,0xdc267bcd08911c4d50a5f80a3fb857953696a699
TAKE ME PLS,2430,0.84220734,450,0xadcac5f42ac2a2a4234284be70153a22f34b2c13
MEOWs NFT Official,9000,0.8369492699,767,0x6d65caea21b74512c118e6bc67c4d3ab76912208
Daft Ape Yacht Club,3333,0.8284200000000018,622,0xb129258f7fded322a4b6a71184b92a35914166c6
Goblin and Warriors 2.0,5555,0.8259099999999967,1096,0xf95d66433f277da32dfb3199e5f33ae64c1aafed
shittydragonswtf,7000,0.8228799999999997,2361,0x334ec5498b9fe6575d118d89a8c9f3b4472f7862
Dawn Dragon,921,0.81952,392,0xa1037ad717d462d9d7165cd9674e575cc83fc3a9
Original Real Apes,225,0.8188889980000003,172,0xb6cb0e68af4cb015471bc416555f2740aa5a5f05
HIDDEN ONES,10151,0.815384,988,0xc314f59a2e1559007c98bfdd36658866a2b7be59
Memeswillsavenfts OfficaI,7862,0.8127510100009997,1041,0xbeed6a5a9e3a9d44b4cc2a3a707067299f25f097
tiny pepes (eth),4444,0.8090918879989999,950,0x2ae1300474b991f2372734eba589e8b4e304edc0
Random Rats,5000,0.7996888441899007,4561,0xa7b839c910f0eb62ce1bf6bb28e93282aa495b7a
Puffed Panda,2815,0.7950551399999984,669,0xe6c9bf24ebcaaa5f57bf3aaec50f4985d27f8118
Degen Skulls AI (SOLD OUT),444,0.7922960000000002,181,0x4d9ea0fb11f7c5d77e4061c4f971c1c188854701
One Thousand and One Story,1001,0.789870999999999,607,0xa0205a8ac8f9a483a537b9e696822871e5017f6d
Hedge Pay by Hedge Heroes,1545,0.7878756000000002,179,0xb3f5c536f84559cdcd4c152e109b9670413e3dfc
infinity gnomes,6666,0.7838459999999996,1168,0xfd0307c6d7668cbac39a87b12d5004906a93d740
ANIBAE Official,3333,0.7809339999898997,1122,0xe98fe95cfe5e9198959705e32898bdcf44d1798f
The NFT War,510,0.7786858000000001,393,0x1ec6f9a4921b817897f6b99692f1f8994261ad17
Bored Ape Dickbutts,3333,0.776376998999999,482,0xf9e8cc12c8d83ded1204a1722498cce50bb66369
Low Effort Monsters,6843,0.7683605457600001,1093,0x10bc25385472d0b83113fcbe17a909dbaa8c5e91
BSANYC,4282,0.7674024995998004,2594,0xf7ee5b608d1b96ef828815d64da2bb8cc05c399a
METAGEISHA Ai,4500,0.7639289899799999,3718,0x26d3be57d9a2c4a2c2e1361e80928d769ac25006
Gobladdintown Official,4444,0.7581298129999984,1856,0xcc1704ba33ca3451452fcc3436eb451a3d11d1f4
NFTigz,9000,0.756008323255555,942,0xa200bcf50a803147501be0655dec837a1984f017
the Hippos,10000,0.7482081199999995,1216,0xc3108ca9589732da37b6fb171ecef5477182f6e2
Stoned Crows,666,0.74193299,145,0x836b3dc67cbbd0a11421015e904c8f4ceaea1b5b
VitalikDaigaku Genesis,3500,0.7398518888888879,918,0x42bfe8c8eb5e87b58c9edeeba73a1d5b45325647
We did it Joe!,1958,0.7383419989997002,1367,0x790586f98b1e9d06a4a869621cc21d201078956c
y00dles,2310,0.7346260000000007,862,0x11095f3f213f88c149f7f8cc00e2b036a079ffff
Pop Elephants,5000,0.7228238,1305,0xc308e9f442e56a05e61bb785d7e048f0e52bec5f
Pixters NFT,4669,0.709073,1400,0x0b5ca8596df4fc028667620c9ad789c8bd05875b
Humpty Dumpties,6666,0.7048984865200003,1821,0xe56891ec8fbc6b74cc8a8d0e92eb53b34e9ac1fc
Pepe Swamp Club,6970,0.696205689988,2329,0xc50db28378dd0fa7204d2e30cf56f3421da072b1
0xElon,150,0.696,9,0x1599e0cd69605fbe19d881b0db2cdbc258e91fb8
TLK ( old collection ) visit website to reveal,2182,0.6942433979900001,1002,0xecc9612c8233fc3523029d89cc95774c2965f88d
1 ETH PFP Degens,3738,0.6761931510000011,206,0xdf3f1679dc10b8e6e8ca1f49ca808c2b53397714
"FVCK BOT, DO NOT BUY",3188,0.6742245890000003,1441,0x6f38b6b808e68e031f11bf9d321c6085aedda185
Meka Goblins,8192,0.6714587989868999,2690,0x4acf80143e386a2cf97a9ef9d6fb50103f20f087
WeAreAllTheSame,423,0.6646799999999985,143,0x79c256d3593e5269ad41f49c6517df362684412d
Pepe's Not A Joke,5555,0.6540595900000001,4005,0x503b13a4fee55d0178a44c2c45319ad266e56508
NIWA by Fabrik,333,0.6455811110910006,212,0xec355b0a731cbeedbda9cf4bda00d0f4ad13c741
Project Buterin,10000,0.6437093157777779,4693,0x9c092247d8ed95e65064ae704bb751e3ac11c4fc
FINGERFAM,8888,0.6404361039999993,1787,0x67eeac23c7712d873524918fa271403fb543c659
Points NFT,3333,0.6360239998000001,2369,0x8fe3626e6f059c1b4b3aaf0ecc190ca11c6d55a8
Kindredz,5111,0.6316347995998003,2147,0x371a8f69fa9809dd95c3442dcf6642e1c1b3f732
Pepo Is Fine,8888,0.6296538796899993,1580,0xf51f6ac7c9a28c8529eae6543f459fece2e33217
TUKO & Friends,4599,0.6288977999999995,1580,0xe8eaffcf13137cd24655e64659b84af5cfa8fa62
ThinkHappyThoughts,600,0.6266636889890002,205,0x8867b549ff70a1bb44c9451da4b1381d4e5855bf
Bored Rare Apepe YC,7777,0.6256079299279004,827,0x0352768dbb2dc03fd6458e4a15989b7b6d55021f
Mintcheleons by AIOW,10000,0.6235852687809805,969,0xbe2e66e2aa80493c33113387d1abf99ad37b15aa
Real Chubby Penguins,334,0.6216576639636467,165,0x21feb8201b4d7d0b4b7b2c812c144bfb3fbce857
Toxic     Birds,3333,0.6177589998999992,1992,0x2026fa4824470429f20a12655325428bdcc4db6a
